Date,Close_NIKE,Open_NIKE,High_NIKE,Low_NIKE,Close_DJIA,Open_DJIA,High_DJIA,Low_DJIA
9/15/2011,22.37,22.07,22.1,21.69,11433.18,11247.72,11433.4,11247.49
9/16/2011,21.44,22.16,22.5,22.08,11509.09,11433.71,11532.47,11407.41
9/19/2011,21.05,22.06,22.63,22.01,11401.01,11506.67,11506.82,11255.25
9/20/2011,22.16,22.67,22.8,22.31,11408.66,11401.47,11550.22,11373.92
9/21/2011,22.33,22.31,22.41,21.39,11124.84,11408.58,11447.86,11117.28
9/22/2011,22.65,20.8,21.18,20.56,10733.83,11121.89,11122.12,10597.14
9/23/2011,22.12,21.95,22.5,21.67,10771.48,10732.77,10808.49,10638.73
9/26/2011,22,22.39,22.5,21.81,11043.86,10771.78,11057.49,10771.78
9/27/2011,21.38,22.6,23.14,22.5,11190.69,11045.23,11369.3,11045.23
9/28/2011,20.76,22.67,23,22.06,11010.9,11189.1,11317.08,10996.98
9/29/2011,21.43,22.45,22.5,21.36,11153.98,11012.79,11271.14,10965.45
9/30/2011,21.95,21.75,22.06,21.37,10913.38,11152.32,11152.39,10909.52
10/3/2011,22.32,21.24,21.55,20.75,10655.3,10912.1,10979.19,10653.34
10/4/2011,22.04,20.39,21.48,20.25,10808.71,10651.44,10825.44,10404.49
10/5/2011,22.68,21.48,22.06,21.33,10939.95,10800.47,10950.89,10738.1
10/6/2011,22.46,21.88,22.45,21.81,11123.33,10939.87,11132.6,10858.67
10/7/2011,22.95,22.32,22.47,21.9,11103.12,11123.41,11232.05,11051.13
10/10/2011,23.05,22.45,22.72,22.34,11433.18,11104.56,11433.33,11104.56
10/11/2011,23.24,22.45,22.68,22.36,11416.3,11432.8,11447.86,11365.67
10/12/2011,22.76,22.58,23.13,22.49,11518.85,11417.36,11625.3,11417.28
10/13/2011,22.87,22.86,23.13,22.73,11478.13,11518.09,11518.09,11377.82
10/14/2011,22.82,23.15,23.3,22.98,11644.49,11478.97,11646.83,11478.66
10/17/2011,22.97,23.07,23.22,22.68,11397,11643.35,11643.35,11378.35
10/18/2011,23.59,22.65,23.08,22,11577.05,11396.17,11652.74,11296.12
10/19/2011,23.77,22.92,23.13,22.77,11504.62,11577.54,11633.7,11469.17
10/20/2011,23.44,22.91,23.12,22.67,11541.78,11502.13,11581.25,11391.14
10/21/2011,23.55,23.2,23.59,23.13,11808.79,11543.22,11812.46,11542.84
10/24/2011,23.96,23.59,23.98,23.53,11913.62,11807.96,11940.75,11805.77
10/25/2011,24.19,23.53,23.84,23.37,11706.62,11912.63,11912.86,11682.52
10/26/2011,24.09,23.66,23.75,23.18,11869.04,11707.76,11891.21,11694.36
10/27/2011,23.47,24.04,24.12,23.86,12208.55,11872.07,12284.31,11872.07
10/28/2011,23.74,23.92,24.23,23.73,12231.11,12207.34,12251.92,12164.24
10/31/2011,23.92,23.94,24.42,23.89,11955.01,12229.22,12229.29,11954.41
11/1/2011,23.6,23.38,23.86,23.37,11657.96,11951.53,11951.76,11630.03
11/2/2011,23.45,23.91,23.95,23.52,11836.04,11658.49,11876.83,11658.49
11/3/2011,23.86,24.04,24.06,23.39,12044.47,11835.59,12065.93,11835.43
11/4/2011,23.09,23.8,24,23.4,11983.24,12043.41,12043.49,11850.31
11/7/2011,23.48,23.63,23.83,23.36,12068.39,11983.02,12074.44,11880.69
11/8/2011,24.04,23.6,23.91,23.43,12170.18,12055.52,12187.51,12002.17
11/9/2011,23.94,23.37,23.51,22.9,11780.94,12166.4,12166.4,11736.93
11/10/2011,23.99,23.36,23.64,23.14,11893.79,11780.03,11961.14,11779.88
11/11/2011,23.43,23.69,24.1,23.61,12153.68,11896.28,12179.72,11896.28
11/14/2011,22.97,23.96,24.22,23.8,12078.98,12153,12170.56,12027.03
11/15/2011,23.19,23.82,24.15,23.67,12096.16,12077.92,12165.11,12001.26
11/16/2011,22.77,23.79,23.88,23.39,11905.59,12084.74,12109.03,11890.57
11/17/2011,22.91,23.28,23.42,22.73,11770.73,11905.67,11948.43,11676.35
11/18/2011,22.73,23.16,23.37,22.86,11796.16,11768.98,11854.81,11755.82
11/21/2011,22.57,22.91,23.04,22.45,11547.31,11795.55,11795.7,11454.07
11/22/2011,23.73,22.8,23.16,22.75,11493.72,11542.39,11571.75,11433.97
11/23/2011,23.72,22.68,22.99,22.63,11257.55,11492.74,11492.82,11257.55
11/25/2011,24.05,22.67,22.97,22.57,11231.78,11251.88,11361.47,11231.56
11/28/2011,23.81,23.01,23.96,22.98,11523.01,11232.47,11562.1,11232.16
11/29/2011,24.06,23.82,23.86,23.58,11555.63,11523.01,11624.01,11517.04
11/30/2011,24.15,24.27,24.38,23.73,12045.68,11559.27,12045.68,11559.27
12/1/2011,24.06,23.84,24.09,23.63,12020.03,12046.21,12062.64,11974.62
12/2/2011,23.97,23.95,24.18,23.88,12019.42,12022.37,12146.68,12007.12
12/5/2011,23.8,24.18,24.37,23.99,12097.83,12021.54,12186.53,12021.46
12/6/2011,24.42,24.3,24.31,23.99,12150.13,12097.75,12215.71,12076.71
12/7/2011,24.24,24.2,24.25,23.82,12196.37,12144.41,12257.67,12060.37
12/8/2011,23.76,23.9,24.12,23.75,11997.7,12195.91,12195.91,11966.22
12/9/2011,23.6,23.87,24.56,23.83,12184.26,11996.03,12212.83,11995.51
12/12/2011,23.52,24.34,24.44,23.95,12021.39,12181.08,12181.38,11940.86
12/13/2011,23.42,24.28,24.45,23.6,11954.94,12018.66,12147.7,11904.38
12/14/2011,23.35,23.74,23.93,23.44,11823.48,11949.72,11950.02,11786.47
12/15/2011,23.41,23.86,23.94,23.35,11868.81,11825.29,11967.84,11825.22
12/16/2011,24.09,23.7,23.77,23.39,11866.39,11870.25,11968.18,11819.31
12/19/2011,23.71,23.48,23.54,23.27,11766.26,11866.54,11925.88,11735.19
12/20/2011,24.23,23.62,23.98,23.22,12103.58,11769.21,12117.13,11768.83
12/21/2011,24.44,23.96,24.32,23.57,12107.74,12103.28,12119.7,11999.44
12/22/2011,24.11,24.15,24.15,23.56,12169.65,12107.59,12182.71,12107.37
12/23/2011,24.37,23.82,24.23,23.69,12294,12169.8,12297.44,12169.8
12/27/2011,24.09,24.25,24.5,24.13,12291.35,12293.47,12328.47,12269.97
12/28/2011,24.2,24.48,24.5,24.07,12151.41,12288.85,12299.11,12140.17
12/29/2011,24.56,24.14,24.48,24.12,12287.04,12152.09,12293.96,12152.09
12/30/2011,24.54,24.35,24.39,24.09,12217.56,12286.13,12290.06,12213.78
1/3/2012,24.5,24.34,24.5,24.18,12397.38,12221.19,12479.65,12221.19
1/4/2012,24.59,24.18,24.69,24.13,12418.42,12392.46,12430,12337.25
1/5/2012,24.62,24.45,24.65,24.25,12415.7,12418.42,12435.98,12283.9
1/6/2012,24.54,24.48,24.62,24.38,12359.92,12407.45,12415.24,12332.41
1/9/2012,24.78,24.53,24.73,24.43,12392.69,12359.31,12409.08,12333.85
1/10/2012,24.58,24.71,24.73,24.42,12462.47,12394.51,12514.69,12394.51
1/11/2012,24.81,24.57,24.65,24.45,12449.45,12459.52,12462.58,12399.01
1/12/2012,25.22,24.57,24.79,24.43,12471.02,12449.91,12483.7,12385.08
1/13/2012,25.4,24.6,24.73,24.51,12422.06,12469.96,12470.12,12311.79
1/17/2012,25.44,24.68,24.86,24.51,12482.07,12423.12,12573.65,12423.12
1/18/2012,25.39,24.7,25.28,24.68,12578.95,12474.69,12582.28,12453.2
1/19/2012,25.55,25.19,25.49,25.13,12623.98,12578.19,12625.8,12563.58
1/20/2012,25.8,25.39,25.5,25.26,12720.48,12623.83,12720.48,12620.76
1/23/2012,25.58,25.48,25.74,25.29,12708.82,12720.25,12764.49,12665.83
1/24/2012,25.53,25.34,25.6,25.26,12675.75,12708.37,12708.52,12613.54
1/25/2012,25.85,25.48,25.82,25.47,12756.96,12673.63,12778.26,12580.12
1/26/2012,26,25.75,25.81,25.45,12734.63,12757.33,12841.95,12695.16
1/27/2012,25.94,25.54,25.66,25.38,12660.46,12733.95,12733.95,12630.72
1/30/2012,25.71,25.36,26.04,25.22,12653.72,12659.17,12659.32,12529.41
1/31/2012,25.88,26.14,26.24,25.87,12632.91,12654.78,12720.1,12567.33
2/1/2012,25.87,26.1,26.21,25.94,12716.46,12632.76,12784.62,12632.76
2/2/2012,26.06,26,26.05,25.64,12705.41,12716.54,12741.89,12676.05
2/3/2012,26.48,25.88,26,25.78,12862.23,12705.04,12869.95,12704.96
2/6/2012,26.44,25.76,25.97,25.67,12845.13,12860.72,12860.79,12793.43
2/7/2012,26.35,25.81,26.18,25.74,12878.2,12844.37,12903.71,12782.57
2/8/2012,26.31,26.13,26.67,26.13,12883.95,12865.79,12893.64,12817.69
2/9/2012,26.66,26.44,26.55,26.31,12890.46,12884.41,12924.71,12846.41
2/10/2012,26.65,26.27,26.4,26.19,12801.23,12889.55,12889.63,12743.56
2/13/2012,26.54,26.45,26.48,26.16,12874.04,12799.11,12887.93,12799.11
2/14/2012,26.67,26.2,26.66,26.07,12878.28,12871.77,12878.88,12786.93
2/15/2012,26.24,26.74,26.91,26.58,12780.95,12864.65,12899.47,12753.62
2/16/2012,26.43,26.62,26.86,26.39,12904.08,12779.81,12914,12779.58
2/17/2012,26.54,26.69,26.87,26.57,12949.87,12903.33,12967.92,12903.25
2/21/2012,26.57,26.65,26.8,26.18,12965.69,12949.34,13005.04,12926.11
2/22/2012,26.79,26.27,26.56,26.25,12938.67,12966.22,12977.91,12914.83
2/23/2012,26.86,26.48,26.68,26.39,12984.69,12937.08,12996.08,12882.67
2/24/2012,26.98,26.53,26.65,26.41,12982.95,12981.2,13013.82,12950.59
2/27/2012,27.14,26.47,26.93,26.39,12981.51,12981.13,13027.52,12882.59
2/28/2012,27.19,26.85,26.91,26.63,13005.12,12976.74,13021.51,12952.82
2/29/2012,27.31,26.88,27.07,26.73,12952.07,13005.42,13055.75,12929.66
3/1/2012,26.84,27.22,27.25,27.01,12980.3,12952.29,13032.67,12943.06
3/2/2012,26.9,27.17,27.27,26.99,12977.57,12980.75,12997.51,12927.77
3/5/2012,26.98,27.18,27.42,27.08,12962.81,12977.34,12977.34,12883.91
3/6/2012,27.5,27.14,27.31,26.74,12759.15,12958.65,12958.73,12734.86
3/7/2012,27.36,26.87,27.04,26.82,12837.33,12756.12,12857.73,12751.51
3/8/2012,27.69,27.03,27.13,26.92,12907.94,12835.53,12937.19,12835.53
3/9/2012,27.58,27.16,27.54,27.05,12922.02,12908.62,12968.79,12906.43
3/12/2012,27.68,27.2,27.48,27.15,12959.71,12920.58,12976.36,12919.98
3/13/2012,27.81,27.5,27.71,27.39,13177.68,12953.2,13180.4,12953.13
3/14/2012,28.03,27.73,27.81,27.54,13194.1,13177.15,13221.27,13166.25
3/15/2012,27.94,27.71,27.77,27.58,13252.76,13192.97,13253.51,13170.19
3/16/2012,27.61,27.69,27.95,27.64,13232.62,13253.51,13289.08,13231.45
3/19/2012,27.75,27.98,28.13,27.74,13239.13,13231.94,13269.71,13208.63
3/20/2012,26.86,27.93,28.24,27.93,13170.19,13238.45,13238.45,13123.38
3/21/2012,27.14,28.02,28.18,27.6,13124.62,13170.79,13190.02,13112.93
3/22/2012,26.97,27.53,27.91,27.27,13046.14,13124.4,13124.47,13017.42
3/23/2012,26.81,27.8,27.88,26.52,13080.73,13045.99,13099.91,13002.77
3/26/2012,26.96,26.97,27.2,26.93,13241.63,13082.62,13243.86,13082.39
3/27/2012,27.11,27.18,27.29,26.93,13197.73,13242.09,13264.98,13194.33
3/28/2012,27.26,26.9,26.98,26.57,13126.21,13195.39,13212.64,13069.26
3/29/2012,27.47,26.58,27,26.58,13145.82,13125.99,13151.57,13032.67
3/30/2012,27.37,27.1,27.3,26.96,13212.04,13147.94,13224.49,13147.78
4/2/2012,27.6,27.11,27.46,27,13264.49,13211.36,13297.11,13153.69
4/3/2012,27.67,27.2,27.47,27.08,13199.55,13258.96,13265.36,13131.21
4/4/2012,26.62,27.29,27.47,27.17,13074.75,13198.19,13198.19,13020.86
4/5/2012,27.06,27.26,27.63,27.25,13060.14,13067.18,13088.11,13012.46
4/9/2012,27.16,27.22,27.75,27.13,12929.59,13057.57,13057.72,12903.78
4/10/2012,27.2,27.62,27.63,26.48,12715.93,12929.44,12929.59,12710.56
4/11/2012,27.35,26.93,27.19,26.87,12805.39,12716.92,12844.82,12716.92
4/12/2012,27.46,27.04,27.18,26.79,12986.58,12806.45,12986.96,12806.3
4/13/2012,27.64,27.21,27.41,27.07,12849.59,12986.2,12986.35,12845.28
4/16/2012,27.4,27.27,27.47,27.17,12921.41,12850.88,12986.77,12850.8
4/17/2012,27.69,27.47,27.5,27.3,13115.54,12921.79,13131.36,12921.79
4/18/2012,27.44,27.34,27.74,27.26,13032.75,13114.56,13114.56,13027.49
4/19/2012,26.69,27.66,27.74,27.26,12964.1,13028.73,13080.2,12896.82
4/20/2012,27.26,27.43,27.86,27.43,13029.26,12964.48,13082.54,12964.25
4/23/2012,27.59,27.46,27.5,27.17,12927.17,13028.2,13028.2,12845.58
4/24/2012,27.66,27.25,27.44,26.59,13001.56,12927.77,13050.3,12926.49
4/25/2012,27.97,26.79,27.27,26.73,13090.72,12997.69,13105.7,12993.6
4/26/2012,27.83,27.26,27.69,27.18,13204.62,13090.11,13227.82,13075.96
4/27/2012,28.57,27.52,27.89,27.45,13228.31,13204.7,13266.68,13192.21
4/30/2012,28.6,27.75,28,27.75,13213.63,13228.31,13228.76,13176.01
5/1/2012,27.95,27.98,28,27.63,13279.32,13214.16,13338.66,13174.65
5/2/2012,27.86,27.76,28.64,27.76,13268.57,13278.11,13278.11,13192.21
5/3/2012,27.18,28.55,28.7,28.38,13206.59,13267.59,13284.09,13175.64
5/4/2012,27.04,28.48,28.51,27.89,13038.27,13204.62,13205,13022.34
5/7/2012,26.89,27.85,28.08,27.8,13008.53,13035.85,13049.09,12970
5/8/2012,27.07,27.45,27.54,26.64,12932.09,13000.73,13000.73,12810.39
5/9/2012,26.87,26.86,27.22,26.77,12835.06,12921.81,12921.81,12748.48
5/10/2012,26.81,27.26,27.38,26.81,12855.04,12831.58,12931.71,12820.3
5/11/2012,26.75,26.8,27.33,26.67,12820.6,12851.79,12918.01,12779.28
5/14/2012,26.09,26.91,27.11,26.74,12695.35,12818.49,12818.86,12661.48
5/15/2012,26.36,26.83,27.25,26.75,12632,12695.05,12758.43,12608.16
5/16/2012,26.81,26.94,27.23,26.56,12598.55,12617.32,12722.63,12597.34
5/17/2012,27.11,26.7,26.75,26.07,12442.49,12598.32,12611.42,12440.52
5/18/2012,26.88,26.35,26.95,26.27,12369.38,12443.02,12492.97,12336.76
5/21/2012,26.87,26.33,26.84,26.33,12504.48,12369.15,12508.11,12367.72
5/22/2012,27.2,26.81,27.29,26.8,12502.81,12505.38,12575.96,12447.33
5/23/2012,27.73,26.94,27.25,26.55,12496.15,12501.52,12508.3,12311.56
5/24/2012,27.15,26.92,27.16,26.7,12529.75,12491.91,12539.59,12419.63
5/25/2012,27.05,26.98,27.3,26.91,12454.83,12530.74,12533.12,12421.53
5/29/2012,26.15,27.38,27.73,27.29,12580.69,12454.83,12611.61,12454.6
5/30/2012,26.18,27.4,27.58,27.06,12419.86,12579.02,12579.1,12396.4
5/31/2012,26.38,27.13,27.21,26.67,12393.45,12414.41,12489.87,12316.48
6/1/2012,26.77,26.57,26.64,26.05,12118.57,12391.56,12391.63,12107.48
6/4/2012,26.84,26.14,26.28,25.79,12101.46,12119.85,12143.69,12035.09
6/5/2012,27.16,26.08,26.44,26,12127.95,12101.08,12147.55,12072.17
6/6/2012,26.87,26.52,26.78,26.43,12414.79,12125,12414.79,12125
6/7/2012,26.9,26.99,27.1,26.56,12460.96,12416.53,12555.26,12416.53
6/8/2012,25.56,26.85,27.19,26.58,12554.2,12460.81,12554.2,12398.44
6/11/2012,25.01,27.28,27.48,26.85,12411.23,12553.81,12650.47,12398.48
6/12/2012,25.44,26.9,27.17,26.69,12573.8,12412.07,12577.02,12411.91
6/13/2012,25.35,26.8,26.88,25.32,12496.38,12566.38,12598.25,12453.69
6/14/2012,25.39,25.87,25.87,24.84,12651.91,12497.89,12698.68,12497.66
6/15/2012,25.3,25.06,25.5,24.89,12767.17,12652.21,12774.7,12651.38
6/18/2012,24.67,25.38,25.43,25.03,12741.82,12767.02,12781.93,12696.18
6/19/2012,24.85,25.36,25.66,25.33,12837.33,12744.62,12898.94,12744.47
6/20/2012,24.37,25.64,25.68,25.16,12824.39,12837.1,12877.18,12744.92
6/21/2012,24.61,25.32,25.62,24.63,12573.57,12823.1,12857.39,12561.46
6/22/2012,24.53,24.73,24.88,24.57,12640.78,12574.82,12674.08,12574.67
6/25/2012,24.22,24.6,24.69,24.18,12502.66,12639.8,12639.87,12458.01
6/26/2012,21.95,24.44,24.72,24.33,12534.67,12503.57,12576.41,12452.03
6/27/2012,22.21,24.73,24.9,24.38,12627.01,12532.93,12646.87,12532.71
6/28/2012,22.62,24.39,24.62,23.96,12602.26,12626.25,12626.25,12450.17
6/29/2012,23.05,21.96,22.63,21.28,12880.09,12604.6,12880.39,12604.53
7/2/2012,22.85,22.1,22.37,22.01,12871.39,12879.71,12902.12,12795.48
7/3/2012,22.57,22.34,22.65,22.06,12943.82,12868.06,12946.2,12845.28
7/5/2012,22.82,22.68,23.18,22.64,12896.67,12941.85,12961.3,12852.24
7/6/2012,23.07,22.9,23.06,22.69,12772.47,12889.4,12889.4,12702.99
7/9/2012,22.96,22.8,22.93,22.5,12736.29,12772.02,12772.02,12686.57
7/10/2012,23.49,22.65,23,22.65,12653.12,12733.87,12830.29,12606.91
7/11/2012,23.26,22.92,23.1,22.63,12604.53,12653.04,12661.97,12534.33
7/12/2012,23.19,22.98,23.06,22.55,12573.27,12602.71,12630.64,12492.25
7/13/2012,23.66,23.07,23.57,23.01,12777.09,12573.73,12784.73,12573.04
7/16/2012,23.82,23.45,23.47,23.22,12727.21,12776.33,12779.58,12690.05
7/17/2012,23.27,23.12,23.36,22.98,12805.54,12728.73,12829.23,12645.1
7/18/2012,23.21,23.12,23.74,23,12908.7,12796.98,12921.94,12754.61
7/19/2012,23.24,23.8,24,23.53,12943.36,12909.61,12977.57,12889.93
7/20/2012,23.38,23.68,23.75,23.26,12822.57,12942.68,12942.83,12810.35
7/23/2012,24.15,23.01,23.32,22.84,12721.46,12820.45,12820.45,12583.41
7/24/2012,24.26,23.32,23.48,23.1,12617.32,12720.93,12730.09,12521.84
7/25/2012,23.96,23.39,23.56,23.28,12676.05,12617.77,12732.77,12617.62
7/26/2012,23.34,23.62,24.22,23.57,12887.93,12680.59,12931.22,12680.59
7/27/2012,23.25,24.21,24.36,23.91,13075.66,12888.91,13117.74,12888.53
7/30/2012,23.14,24.23,24.44,23.87,13073.01,13075.35,13128.64,13042.85
7/31/2012,23.64,23.76,23.9,23.31,13008.68,13071.72,13082.66,13006.48
8/1/2012,23.88,23.38,23.58,23.19,12971.06,13007.47,13074.83,12951.16
8/2/2012,24.04,23,23.25,22.76,12878.88,12969.7,12969.85,12778.9
8/3/2012,23.98,23.4,23.66,23.35,13096.17,12884.82,13133.18,12884.82
8/6/2012,23.77,23.68,23.94,23.66,13117.51,13099.88,13187.28,13099.72
8/7/2012,23.63,23.91,24.3,23.91,13168.6,13118.65,13215.97,13118.42
8/8/2012,23.96,23.95,24.05,23.8,13175.64,13158.1,13202.65,13115.24
8/9/2012,23.73,23.91,23.99,23.73,13165.19,13174.73,13200.23,13125.09
8/10/2012,23.56,23.66,23.75,23.58,13207.95,13163.15,13208.22,13094.96
8/13/2012,23.7,23.58,23.98,23.47,13169.43,13204.93,13205.01,13112.94
8/14/2012,24.07,24.03,24.03,23.68,13172.14,13168.11,13223.01,13142.1
8/15/2012,23.94,23.73,23.92,23.54,13164.78,13157.47,13192.89,13138.23
8/16/2012,23.96,23.55,23.85,23.36,13250.11,13163.24,13269.35,13145.85
8/17/2012,23.94,23.76,24.12,23.71,13275.2,13251.2,13281.32,13244.85
8/20/2012,23.86,24.06,24.19,23.9,13271.64,13274.58,13276.15,13230.06
8/21/2012,24.22,23.98,24.07,23.79,13203.58,13272.1,13330.76,13186.6
8/22/2012,24.11,23.95,24,23.8,13172.76,13198.31,13205.06,13120.34
8/23/2012,24.72,23.92,24,23.74,13057.46,13171.37,13171.37,13046.46
8/24/2012,24.67,23.86,24.28,23.86,13157.97,13052.82,13175.51,13027.2
8/27/2012,24.44,24.23,24.31,24.03,13124.67,13157.74,13176.17,13115.46
8/28/2012,24.34,24.05,24.82,23.96,13102.99,13122.74,13147.32,13081.12
8/29/2012,24.32,24.74,24.75,24.55,13107.48,13103.46,13144.81,13081.27
8/30/2012,24.34,24.47,24.62,24.38,13000.71,13101.29,13101.37,12978.91
8/31/2012,24.87,24.52,24.63,24.24,13090.84,13002.72,13151.87,13002.64
9/4/2012,24.82,24.3,24.47,24.06,13035.94,13092.15,13092.39,12977.09
9/5/2012,25.01,24.38,24.45,24.24,13047.48,13036.09,13095.91,13018.74
9/6/2012,24.92,24.44,24.89,24.37,13292,13045.23,13294.13,13045.08
9/7/2012,25.21,24.83,24.94,24.72,13306.64,13289.53,13320.27,13266.22
9/10/2012,24.8,24.81,25.23,24.76,13254.29,13308.56,13324.1,13251.39
9/11/2012,24.16,24.86,25.05,24.78,13323.36,13254.6,13354.34,13253.21
9/12/2012,24.49,24.96,25.23,24.85,13333.35,13321.62,13373.62,13317.52
9/13/2012,24.43,24.84,24.95,24.57,13539.86,13329.71,13573.33,13325.11
9/14/2012,24.42,24.73,24.78,23.97,13593.37,13540.4,13653.24,13533.94
9/17/2012,24.18,24.08,24.52,24.02,13553.1,13588.57,13593.15,13526.67
9/18/2012,24.13,24.43,24.56,24.27,13564.64,13552.33,13582.12,13517.81
9/19/2012,23.83,25.06,25.13,24.4,13577.96,13565.41,13626.48,13556.74
9/20/2012,23.77,24.6,24.6,24.1,13596.93,13575.17,13599.02,13503
9/21/2012,23.87,24.39,24.39,24.05,13579.47,13597.24,13647.1,13571.53
9/24/2012,24,23.9,24.09,23.5,13558.92,13577.85,13601.9,13521.68
9/25/2012,23.73,23.8,24.09,23.75,13457.55,13559.92,13620.21,13457.25
9/26/2012,23.89,23.74,24.05,23.58,13413.51,13458.63,13480.37,13406.91
9/27/2012,23.74,23.95,24.16,23.66,13485.97,13413.47,13522.83,13413.47
9/28/2012,23.45,23.27,24.05,23.2,13437.13,13485.89,13487.66,13367.27
10/1/2012,23.97,23.73,24.05,23.66,13515.11,13437.66,13598.25,13437.66
10/2/2012,23.81,24.02,24.05,23.65,13482.36,13515.3,13567.06,13424.92
10/3/2012,23.75,23.73,23.89,23.41,13494.61,13479.21,13536.27,13439.12
10/4/2012,23.62,23.58,23.99,23.5,13575.36,13495.18,13594.33,13495.18
10/5/2012,23.56,24.04,24.13,23.72,13610.15,13569.18,13661.87,13568.75
10/8/2012,23.73,23.75,23.95,23.69,13583.65,13610.38,13610.38,13552.09
10/9/2012,23.61,23.73,23.92,23.6,13473.53,13582.88,13592.33,13473.31
10/10/2012,23.9,23.72,23.87,23.54,13344.97,13473.53,13478.83,13327.62
10/11/2012,24.31,23.66,23.87,23.63,13326.39,13346.28,13428.49,13326.12
10/12/2012,24.39,23.76,23.87,23.58,13328.85,13325.62,13401.32,13296.43
10/15/2012,24.39,23.67,23.96,23.6,13424.23,13329.54,13437.66,13325.93
10/16/2012,24.11,24.07,24.4,24.04,13551.78,13423.84,13556.37,13423.76
10/17/2012,23.62,24.23,24.5,24.23,13557,13539.63,13561.65,13468.9
10/18/2012,23.21,24.43,24.52,24.26,13548.94,13553.24,13588.73,13510.93
10/19/2012,23.22,24.39,24.53,24.03,13343.51,13545.33,13545.49,13312.22
10/22/2012,22.83,23.86,24.09,23.46,13345.89,13344.28,13368.55,13235.15
10/23/2012,22.79,23.46,23.56,23.19,13102.53,13344.9,13344.9,13083.28
10/24/2012,22.85,23.44,23.45,23.12,13077.34,13103.53,13155.21,13063.63
10/25/2012,23.84,23.26,23.38,22.78,13103.68,13079.64,13164.52,13039.86
10/26/2012,23.64,22.77,22.84,22.58,13107.21,13104.22,13151.72,13040.17
10/31/2012,23.82,22.76,22.95,22.7,13096.46,13107.44,13189.08,13052.07
11/1/2012,24.03,22.98,23.9,22.98,13232.62,13099.19,13273.71,13099.11
11/2/2012,23.66,23.93,24.19,23.62,13093.16,13233.39,13289.45,13076.57
11/5/2012,22.97,23.64,23.87,23.59,13112.44,13092.28,13140.58,13038.71
11/6/2012,23.08,23.81,24.03,23.69,13245.68,13113.89,13290.75,13112.9
11/7/2012,23.07,23.93,23.97,23.66,12932.73,13228.24,13228.32,12876.6
11/8/2012,22.87,23.61,23.65,22.97,12811.32,12932.81,12980.23,12811.24
11/9/2012,22.65,22.92,23.25,22.92,12815.39,12811.17,12890.19,12743.39
11/12/2012,22.71,23.13,23.3,23,12815.08,12815.93,12861.28,12783
11/13/2012,23.15,22.79,23.17,22.76,12756.18,12808.71,12898.25,12748.51
11/14/2012,24.08,22.99,22.99,22.41,12570.95,12746.54,12797.73,12542.68
11/15/2012,23.9,22.57,22.81,22.52,12542.38,12571.1,12600.59,12496.56
11/16/2012,23.9,22.96,23.19,22.85,12588.31,12542.31,12604.17,12471.49
11/19/2012,24.19,23.37,24.09,23.37,12795.96,12590.23,12796.19,12590.23
11/20/2012,24.42,24.08,24.13,23.82,12788.51,12790.89,12808.56,12701.07
11/21/2012,24.25,23.89,23.96,23.74,12836.89,12788.36,12845.99,12786.13
11/23/2012,24.78,24,24.19,23.97,13009.68,12833.13,13011.45,12832.98
11/26/2012,24.74,23.87,24.42,23.85,12967.37,13008.3,13008.45,12900.17
11/27/2012,24.37,24.01,24.5,24.01,12878.13,12963.38,12980.19,12868.26
11/28/2012,24.39,24.15,24.79,24.15,12985.11,12875.56,12989.1,12765.32
11/29/2012,24.42,24.9,25.08,24.7,13021.82,12977.35,13062.56,12961.92
11/30/2012,24.42,24.62,24.63,24.23,13025.58,13022.05,13053.74,12988.68
12/3/2012,24.61,24.42,24.73,24.27,12965.6,13027.73,13087.32,12959.42
12/4/2012,24.65,24.41,24.6,24.31,12951.78,12966.45,13022.51,12940.07
12/5/2012,24.52,24.48,24.52,24.15,13034.49,12948.96,13089.11,12923.44
12/6/2012,24.85,24.37,24.67,24.31,13074.04,13026.19,13076.88,13007.84
12/7/2012,24.8,24.73,24.75,24.43,13155.13,13072.87,13157.28,13072.87
12/10/2012,24.33,24.67,24.83,24.5,13169.88,13154.89,13195.35,13139.08
12/11/2012,24.23,24.5,24.88,24.46,13248.44,13170.34,13306.57,13170.34
12/12/2012,24.5,24.85,25,24.65,13245.45,13250.05,13329.44,13227.44
12/13/2012,24.73,24.77,24.89,24.26,13170.72,13241.38,13264.41,13147.19
12/14/2012,24.45,24.28,24.47,24.21,13135.01,13170.8,13190.41,13118.46
12/17/2012,24.75,24.3,24.52,24.2,13235.39,13135.17,13244.33,13134.63
12/18/2012,26.28,24.52,24.75,24.43,13350.96,13236.61,13365.86,13232.58
12/19/2012,26.4,24.73,24.8,24.44,13251.97,13351.04,13357.7,13251.74
12/20/2012,25.67,24.53,24.76,24.3,13311.72,13246.67,13314.64,13216.03
12/21/2012,25.88,25.63,26.37,25.29,13190.84,13309.95,13309.95,13122.53
12/24/2012,25.5,26.14,26.56,26.09,13139.08,13190.15,13190.38,13128.55
12/26/2012,25.8,26.03,26.25,25.6,13114.59,13138.85,13174.88,13076.87
12/27/2012,25.92,25.61,25.97,25.47,13096.31,13114.97,13141.74,12964.08
12/28/2012,26.19,25.73,25.86,25.5,12938.11,13095.08,13095.46,12926.86
12/31/2012,26.44,25.42,25.82,25.3,13104.14,12938.19,13109.13,12883.89
