Date,Close_NIKE,Open_NIKE,High_NIKE,Low_NIKE,Close_DJIA,Open_DJIA,High_DJIA,Low_DJIA
8/4/2011,20.63,21.53,21.69,20.37,11383.68,11893.79,11893.79,11365.74
8/5/2011,19.83,20.63,21.13,20.09,11444.61,11384.29,11634.04,11126.32
8/8/2011,20.81,20.35,20.84,19.5,10809.85,11433.93,11433.93,10779.05
8/9/2011,21.06,20.09,20.66,19.25,11239.77,10810.91,11251.08,10588.55
8/10/2011,21.28,20.42,20.73,19.76,10719.94,11227.92,11227.92,10662.04
8/11/2011,20.81,19.92,21.1,19.83,11143.31,10729.85,11278.9,10729.85
8/12/2011,20.64,20.97,21.26,20.85,11269.02,11143.46,11346.67,11142.18
8/15/2011,19.98,21.15,21.29,20.7,11482.9,11269.85,11484.6,11269.85
8/16/2011,19.65,21.02,21.38,20.78,11405.93,11480.48,11488.01,11292.63
8/17/2011,19.81,20.91,21.15,20.46,11410.21,11392.01,11529.67,11322.3
8/18/2011,20.9,20.19,20.35,19.74,10990.58,11406.27,11406.5,10881.6
8/19/2011,21.45,19.74,20.37,19.63,10817.65,10989.75,11086.4,10801.41
8/22/2011,20.94,20.01,20.15,19.76,10854.65,10820.37,11020.55,10820.37
8/23/2011,21.57,19.89,20.91,19.78,11176.76,10854.58,11176.84,10854.43
8/24/2011,22.14,20.8,21.5,20.72,11320.71,11175.78,11331.57,11113.04
8/25/2011,21.59,21.46,21.62,20.87,11149.82,11321.02,11406.39,11106.76
8/26/2011,21.66,20.83,21.62,20.58,11284.54,11145.2,11326.43,10929.2
8/29/2011,21.64,21.78,22.15,21.7,11539.25,11286.65,11541.78,11286.58
8/30/2011,21.01,22.08,22.13,21.59,11559.95,11532.13,11630.07,11429.39
8/31/2011,20.94,21.76,22.13,21.54,11613.53,11560.48,11712.6,11528.08
9/1/2011,21.63,21.59,22.03,21.51,11493.57,11613.3,11716.84,11488.46
9/2/2011,21.33,21.22,21.46,20.95,11240.26,11492.06,11492.14,11211.35
9/6/2011,20.63,20.29,20.98,20.05,11139.3,11237.31,11237.46,10932.53
9/7/2011,21.09,21.26,21.63,21.04,11414.86,11137.63,11414.86,11137.63
9/8/2011,21.46,21.44,21.87,21.2,11295.81,11414.86,11477.3,11283.74
9/9/2011,21.87,21.11,21.35,20.62,10992.13,11294.6,11294.83,10935.64
9/12/2011,22.01,20.44,21.11,20.36,11061.12,10990.01,11062.03,10824.76
9/13/2011,22.44,21.1,21.6,21.02,11105.85,11054.99,11140.85,10987.18
9/14/2011,22.55,21.57,22.2,21.35,11246.73,11106.83,11386.78,10993.84
